p09.pddl:returning best heuristic(GAPDB)[,0,]:[0,3,5,9,10,14,16,18,22,26,27,29,32,34,35,36,38,39]-[1,2,7,11,12,15,19,21,30,31,33,37,41]-[4,6,8,17,20,25,28,40]-,mp:,1.0000000,size:,2000000,disjoint_patterns:,0-best_fitness:238286,,initial value:494630,GAPDB generation time:0.62
p09.pddl:returning best heuristic(GAPDB)[,1,]:[1,2,4,11,17,19,30,32,33,39,41]-[0,3,5,8,21,22,24,25,27,29,34,35,36,38,40]-[9,10,12,14,16,18,20,26,28,37]-,mp:,0.4000000,size:,2000000,disjoint_patterns:,1-best_fitness:353509,,initial value:649398,GAPDB generation time:1.62
p09.pddl:returning best heuristic(GAPDB)[,2,]:[0,1,3,12,19,25,26,27,30,31,32,36,37,38,39,40]-[2,4,6,8,10,11,13,14,16,17,20,21,22,29,35,41]-[5,7,9,18,28,33,34]-,mp:,0.2000000,size:,2000000,disjoint_patterns:,0-best_fitness:376543,,initial value:647809,GAPDB generation time:1.5
p09.pddl:returning best heuristic(GAPDB)[,3,]:[1,6,7,12,15,17,25,26,27,29,34,38,40,41]-[2,4,5,8,10,11,14,16,18,30,31,32,33,35,36,39]-[0,3,9,19,20,21,22,28,37]-,mp:,0.3000000,size:,2000000,disjoint_patterns:,1-best_fitness:301025,,initial value:650897,GAPDB generation time:1.88
p09.pddl:returning best heuristic(GAPDB)[,4,]:[2,6,7,8,10,14,16,19,21,26,30,33,34,36,38,41]-[0,1,5,9,11,12,13,15,17,20,27,28,31,37,39]-[3,4,18,22,24,25,29,35,40]-,mp:,0.9000000,size:,2000000,disjoint_patterns:,1-best_fitness:263814,,initial value:538386,GAPDB generation time:1.34
p09.pddl:returning best heuristic(GAPDB)[,5,]:[1,3,5,11,12,18,20,21,24,26,27,28,30,37,38]-[0,2,4,9,10,17,19,33,39,41]-[7,8,14,22,23,25,29,34,35,36,40]-,mp:,0.7000000,size:,2000000,disjoint_patterns:,0-best_fitness:227374,,initial value:508524,GAPDB generation time:0.92
p09.pddl:returning best heuristic(GAPDB)[,6,]:[2,4,5,10,12,13,22,30,31,32,33,34,37,39,40,41]-[0,3,6,7,8,11,15,17,20,24,25,27,28,29]-[1,9,18,19,21,26,35,36,38]-,mp:,0.6000000,size:,2000000,disjoint_patterns:,0-best_fitness:276286,,initial value:508524,GAPDB generation time:1.06
p09.pddl:returning best heuristic(GAPDB)[,7,]:[0,5,8,9,11,18,19,27,32,33,34,35,36,37]-[4,6,7,10,12,14,17,22,25,29,30,38,40,41]-[1,2,3,16,20,21,24,26,28,31,39]-,mp:,0.8000000,size:,2000000,disjoint_patterns:,1-best_fitness:305311,,initial value:525649,GAPDB generation time:1.26
p09.pddl:returning best heuristic(GAPDB)[,8,]:[3,4,5,16,18,20,28,31,32,33,34,36,37,38,39,40,41]-[0,6,7,8,9,11,12,14,15,17,21,24,25,26]-[1,19,22,27,29,30,35]-,mp:,0.1000000,size:,2000000,disjoint_patterns:,1-best_fitness:302774,,initial value:542516,GAPDB generation time:1.56
p09.pddl:returning best heuristic(GAPDB)[,9,]:[1,2,4,6,7,8,11,14,22,23,33,35,37,39,40]-[3,5,9,12,17,19,20,25,26,27,28,38]-[0,10,18,21,29,30,34,36,41]-,mp:,0.5000000,size:,2000000,disjoint_patterns:,0-best_fitness:232029,,initial value:504758,GAPDB generation time:2.06
